1 - GARBE;;;;;;;;;;;;;;;;;
IMMOBILIE LISTE;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Stichtag;;;04.05.2026;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Mand;Port;Immo;Bezeichnung;Vehikel;Strasse;Hausnummer;PLZ;Ort;Land;Währung *;Fläche *;Zeitbezug *;Finanzierungsmodell *;gültig von;gültig bis;Nummer Mandant Extern;Zusätzliche Kostenstellen?
1;337212983;4005;Halle;UIIGARBEGENO;Polarisstr;1a;06116;Halle;Deutschland;€;m²;Monat;;31.03.2021;;19.00;
1;361311446;102;Allershausen;MATTERHORN;Kesselbodenstraße;30;85391;Allershausen;Deutschland;€;m²;Monat;;01.01.2020;;14.00;
1;421248469;115;Mörfelden;MATTERHORN;Hessenring;25;64546;Mörfelden;Deutschland;€;m²;Monat;;01.04.2020;;14.00;
1;428022651;427;Amersfoort, Basicweg 10;GIANT;Basicweg;8;3821;BR Amersfoort;Niederlande;€;m²;Monat;;01.12.2016;;15.00;
1;463726876;435;Gudensberg;GIANT;Riedwiesen;7;34281;Gudensberg;Deutschland;€;m²;Monat;;01.01.2019;;15.00;
1;481137534;7104;Burscheid;GLIFPLUSIII;Straßerhof;34;51399;Burscheid;Deutschland;€;m²;Monat;mit Stufen;01.12.2022;;;
1;488254915;1065;Ridderkerk, Peterselieweg;GLIFPLUSII;Peterselieweg;70, 72, 74;;Ridderkerk;Niederlande;€;m²;Monat;;01.01.2024;;28.00;
1;497813006;4006;Gütersloh;UIIGARBENONGENO;Bartels Feld;A;33332;Gütersloh;Deutschland;€;m²;Monat;;01.04.2021;;22.00;
1;499241741;415;Witten;GIANT;Brauckstraße;51;58454;Witten;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;5014;5014;DE14 Logimac GmbH;;;;;;Deutschland;€;m²;Monat;mit Stufen;01.01.2023;;;
1;503565186;405;Gudensberg I;GIANT;Riedwiesen;9;34281;Gudensberg;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;546618262;440;Wildeck;GIANT;Im Mackenrothschen Garten;1;36208;Wildeck;Deutschland;€;m²;Monat;;19.09.2022;;15.00;
1;572273335;4001;Bielefeld;UIIGARBENONGENO;Teltower Straße;15;33719;Bielefeld;Deutschland;€;m²;Monat;;27.11.2020;;22.00;
1;590902019;942;Dortmund - Kaltbandstr. 4;EhemalsRasmala;Kaltbandstraße;4;44145;Dortmund;Deutschland;€;m²;Monat;;21.12.2017;;;
1;590902019;957;Dortmund - Warmbreitbandstr. 3;EhemalsRasmala;Warmbreitbandstr;3;44145;Dortmund;Deutschland;€;m²;Monat;;01.01.2019;;;
1;597141264;7045;Dissen I - Westring 8;GLIFPLUSIII;Westring;8;49201;Dissen;Deutschland;€;m²;Monat;;01.07.2025;;;
1;630907911;105;Flechtorf II;MATTERHORN;Nikolaus-Otto-Straße;21;38165;Flechtorf;Deutschland;€;m²;Monat;;16.12.2020;;14.00;
1;678253007;6002;Langenhagen;BrookfieldJV;Am Pferdemarkt;35-37;30853;Langenhagen;Deutschland;€;m²;Monat;;01.07.2024;;;
1;695847153;425;Dortmund - Kaltbandstraße 5-7;GIANT;Kaltbandstraße;5-7;44148;Dortmund;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;696223985;424;Dortmund - Kaltbandstraße 1+3;GIANT;Kaltbandstraße;1 - 3;44145;Dortmund;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;710438220;242;Lüneburg;DEVFUND;Gebrüder-Heyn-Straße  a;8;21337;Lüneburg;Deutschland;€;m²;Monat;mit Stufen;01.01.2024;;;
1;718370209;244;Bramsche;DEVFUND;Bei Rölkers Wiesen;12;49565;Bramsche;Deutschland;€;m²;Monat;;01.01.2023;;;
1;72431344;410;Gudensberg II;GIANT;Riedwiesen;11;34281;Gudensberg;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;757557503;438;Siegen;GIANT;In der Steinwiese;12+16;57074;Siegen;Deutschland;€;m²;Monat;;01.10.2020;;15.00;
1;767191788;241;Hörselberg;DEVFUND;Industriestraße a;2;99820;Hörselberg-Hainich;Deutschland;€;m²;Monat;;29.08.2023;;;
1;782644080;111;Almere;MATTERHORN;Fort Blauwkapel;1;1358DB;Almere;Niederlande;€;m²;Monat;;01.06.2021;;;
1;786527188;243;Kabelsketal;DEVFUND;Eschenring;14;06184;Kabelsketal;Deutschland;€;m²;Monat;;17.10.2024;;;
1;794317480;2001;Leipzig;TRIUVA;BMW Allee  - a;10 - 10;04349;Leipzig;Deutschland;€;m²;Monat;;09.10.2019;;;
1;794317480;2002;Reichertshofen;TRIUVA;Benzstraße   und;4, 6 und 8;85084;Reichertshofen;Deutschland;€;m²;Monat;;09.10.2021;;;
1;794317480;2090;Ede;TRIUVA;Galvanistraat;100;6716 AE;Ede;Niederlande;€;m²;Jahr;mit Stufen;01.01.2024;;;
1;803756901;1004;Flieden;GLIFPLUSII;Am Landrücken;14;36103;Flieden;Deutschland;€;m²;Monat;;01.01.2023;;28.00;
1;803772768;7042;Almere, Hefbrugweg Alfen;GLIFPLUSIII;Hefbrugweg;79-83;;Almere;Niederlande;€;m²;Monat;;15.11.2022;;29.00;
1;878333197;7105;Walsrode;GLIFPLUSIII;Große Schneede;15;29664;Walsrode;Deutschland;€;m²;Monat;;01.12.2022;;;
1;880803669;406;Mellendorf;GIANT;Bremer Weg;6+8;30900;Wedemark;Deutschland;€;m²;Monat;;01.12.2016;;15.00;
1;880812088;4012;Achim;UIIGARBEGENO;Max-Naumann-Straße;1;28832;Achim;Deutschland;€;m²;Monat;;01.01.2022;;19.00;
1;9;9945;Almelo, Darwin 9;EhemalsRasmala;Darwin;9;7609RL ;Almelo;Niederlande;€;m²;Jahr;mit Stufen;01.01.2024;;;
1;918038740;113;Zweibrücken;MATTERHORN;Göteborger Str;35;66482;Zweibrücken;Deutschland;€;m²;Monat;;01.05.2020;;14.00;
1;918309378;6008;Ludwigsfelde;BrookfieldJV;Rudolf-Diesel-Straße;17;14974;Ludwigsfelde;Deutschland;€;m²;Monat;;03.09.2024;;;
1;923010233;741;Berlin-Neukölln - Kanalstraße 117;GUNIF;KöpenickerStr/Kanalstr;36 / 117;12357;Berlin;Deutschland;€;m²;Monat;;15.01.2016;;50.00;
1;923010233;742;Norderstedt - Erlengang 32;GUNIF;Erlengang;32;22844;Norderstedt;Deutschland;€;m²;Monat;;20.06.2018;;50.00;
1;923010233;744;Berlin-Spandau - Brunsbütteler Damm 188;GUNIF;Brunsbütteler Damm;180, 184-188, 206;13581;Berlin;Deutschland;€;m²;Monat;;15.01.2016;;50.00;
1;923010233;745;Berlin-Zehlendorf - Wupperstraße 10;GUNIF;Wupperstraße;10;14167;Berlin;Deutschland;€;m²;Monat;;15.01.2016;;50.00;
1;923010233;746;Berlin-Reinickendorf - Eichborndamm 167-175;GUNIF;Eichborndamm;167-175, 179;13403;Berlin;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;747;Berlin-Hohenschönhausen - Marzahner Str. 24;GUNIF;Marzahner Straße b;24;13053;Berlin;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;748;Glinde - Wilhelm-Bergner-Str. 4;GUNIF;Wilhelm-Bergner-Straße;4;21509;Glinde;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;749;Köln - Josef-Linden-Weg 18;GUNIF;Josef-Linden-Weg;18;51149;Köln;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;750;Köln - Venloer Str. 1271;GUNIF;Venloer Straße;1271;50829;Köln;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;751;Ginsheim-Gustavsburg;GUNIF;Am Kupferwerk;12 / 20;65462;Ginsheim;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;752;München-Schwabing;GUNIF;MariaProbstStr/Elisabeth;17;80939;München;Deutschland;€;m²;Monat;;30.12.2015;;50.00;
1;923010233;753;Neufahrn;GUNIF;Bajuwarenstraße;7;85375;Neufahrn;Deutschland;€;m²;Monat;;15.01.2016;;50.00;
1;923010233;755;Berlin-Spandau - Brunsbütteler Damm 176,178,190,192,194;GUNIF;Brunsbütteler Damm;176,178,190,192,194;13581;Berlin;Deutschland;€;m²;Monat;;01.09.2017;;50.00;
1;923010233;756;Glinde - Wilhelm-Bergner-Str. 6;GUNIF;Wilhelm-Bergner-Straße;6 a-g;21509;Glinde;Deutschland;€;m²;Monat;;01.09.2017;;50.00;
1;92537661;2102;Bollberg;ARES;Im Gewerbepark;3;07646;Bollberg;Deutschland;€;m²;Monat;;29.12.2023;;;
1;962490682;4016;L.J. Costerstraat, Venlo;UIIGARBENONGENO;LJ Costerstraat;28-30;5916 PS;Venlo;Niederlande;€;m²;Monat;;01.04.2022;;;
1;971996828;570;Hanau;GIG;Margarete-von-Wrangell-Str;22;63457;Hanau;Deutschland;€;m²;Monat;;25.09.2020;;10.00;
1;977960929;4021;Apeldoorn, IJsseldijk;UIIGARBENONGENO;;;;;Deutschland;€;m²;Monat;mit Stufen;04.09.2023;;;
1;999;2301;Giengen I;Pontegadea_Partler;Am Tannenwald;3;89537;Giengen an der Brenz;Deutschland;€;m²;Monat;mit Stufen;01.08.2025;;;
1;999;2302;Giengen II;Pontegadea_Partler;Am Tannenwald;5;89537;Giengen an der Brenz;Deutschland;€;m²;Monat;mit Stufen;01.08.2025;;;
1;999;2303;Holzgerlingen I;Pontegadea_Partler;Daimlerstraße;11-13;71088;Holzgerlingen;Deutschland;€;m²;Monat;mit Stufen;01.08.2025;;;
1;999;2304;Holzgerlingen II;Pontegadea_Partler;Max-Eyth-Straße;29;71088;Holzgerlingen;Deutschland;€;m²;Monat;mit Stufen;01.08.2025;;;
1;999;350;Rüdenhausen;;Alte Gärtnerei;3;97355;Abtswind;Deutschland;€;m²;Monat;mit Stufen;18.12.2025;;;
1;999;360;Straubing;;Wiener Straße;6;94315;Straubing;Deutschland;€;m²;Monat;mit Stufen;08.12.2025;;;
1;999;496;GIANT Joint Venture GmbH & Co. KG;;;;;;Deutschland;€;m²;Monat;mit Stufen;01.01.2024;;;
1;999;5053;DE53 Logimac, Reinbek;;Gutenbergstraße;13-15;21465;Reinbek;Deutschland;€;m²;Monat;mit Stufen;31.10.2025;;;
Total (#231);;;;;;;;;;;;;;;;;
