Fonds;"Immobilie
Numer";"Immobilie
Bezeichnung";GARBE Niederlassung;;Mieteinheit;Art;Stockwerk;Anzahl Stellplätze;Fläche;;Lease ID;Mietername;Mietbeginn;vereinbartes Vertragsende;Vertragsende (Kündigung);tatsächliches Vertragsende;Sonderkündigung Frist;Sonderkündigung zum;Kündigung Frist;Kündigung zum;Laufzeit Option;Frist Optionsziehung;MV-Ende nach Optionsziehung;Anzahl weiterer Optionen;maximale Mietlaufzeit;WAULT;WAULB;WAULE;;Jahresnettomiete;Nettomiete;Investitionsmiete;Ende mietfreie Zeit;Betrag mietfreie Zeit;Marktmiete;AM-ERV;Potenzial;Nettomiete;Marktmiete;AM-ERV;;NKVZ;NK-Pauschale;NKVZ;NK-Pauschale;Gesamtnettomiete;Gesamtnettomiete;Mieter UST-pflichtig;;proz. Mieterhöhung;Erhöhungs-Prozentsatz;nächste Erhöhung;Erhöhungszyklen;;Indexmieterhöhung;Wertsicherung Art;Schwellwert;Datum;Weitergabe;Green Lease
;;;;;;;;Stück;m²;;;;;;;;;;;;Monate;;;;;Jahre;Jahre;Jahre;;€/Jahr;€/Mt;€/Mt;;€/Mt;€/Mt;€/Mt;%;€/m²/a;€/m²/a;€/m²/a;;€/Mt;€/Mt;€/m²/a;€/m²/a;€/Mt;€/m²/a;;;;;;;;;;;;%;
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50166;Stellplätze;EG;1;;;114.L0001;LEERSTAND;01.11.2017;;;;;;;;;;;0;;;;;;0;0;;;;40;;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50167;Stellplätze;EG;1;;;114.L0001;LEERSTAND;01.11.2017;;;;;;;;;;;0;;;;;;0;0;;;;40;;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50168;Stellplätze;EG;1;;;114.L0001;LEERSTAND;01.11.2017;;;;;;;;;;;0;;;;;;0;0;;;;40;;;;;;;0;;;;0;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;99100;Sonstige;EG;;63;;114.L0001;LEERSTAND;29.06.2007;;;;;;;;;;;0;;;;;;0;0;;;;;;-100.0%;0.00;;;;0;;0.00;;0;0.00;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;22100;Büro;1. OG;;29;;114.00006;Lufthansa Cargo AG;01.04.2009;30.09.2026;;30.09.2026;;;;;;;;0;;0.44;;;;3'896;325;;;;346;;6.6%;135.14;144.00;;;77;;32.04;;402;167.18;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;22110;Büro;1. OG;;10;;114.00006;Lufthansa Cargo AG;01.04.2009;30.09.2026;;30.09.2026;;;;;;;;0;;0.44;;;;1'400;117;;;;124;;6.6%;135.14;144.00;;;8;;9.17;;125;144.31;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50161;Stellplätze;EG;1;;;114.00006;Lufthansa Cargo AG;01.04.2009;30.09.2026;;30.09.2026;;;;;;;;0;;0.44;;;;743;62;;;;40;;-35.4%;;;;;6;;;;67;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50162;Stellplätze;EG;1;;;114.00006;Lufthansa Cargo AG;01.04.2009;30.09.2026;;30.09.2026;;;;;;;;0;;0.44;;;;743;62;;;;40;;-35.4%;;;;;6;;;;67;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;22124;Büro;1. OG;;126;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;25'901;2'158;;;;1'517;;-29.7%;204.95;144.00;;;142;119;13.53;11.29;2'420;229.76;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;22125;Büro;1. OG;;150;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;30'822;2'569;;;;1'805;;-29.7%;204.95;144.00;;;170;141;13.52;11.29;2'880;229.76;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50114;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50115;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50116;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50117;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50118;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50119;Stellplätze;EG;1;;;114.00014;Shaoke Logistics GmbH;01.04.2023;31.03.2028;;31.03.2028;;;;;60;28.02.2027;31.03.2033;1;31.03.2033;1.94;;;;961;80;;;;40;;-50.0%;;;;;0;;;;80;;1;;false;;;;;true;Datum;;01.03.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50054;Stellplätze;EG;1;;;114.00004;Staatsbetrieb Sächsisches Immobilien- und;01.06.2008;;;;;;;;;;;0;;0.25;;;;480;40;;;;40;;0.0%;;;;;;0;;;40;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50055;Stellplätze;EG;1;;;114.00004;Staatsbetrieb Sächsisches Immobilien- und;01.11.2008;;;;;;;;;;;0;;0.25;;;;480;40;;;;40;;0.0%;;;;;;0;;;40;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50056;Stellplätze;EG;1;;;114.00004;Staatsbetrieb Sächsisches Immobilien- und;01.05.2016;;;;;;;;;;;0;;0.25;;;;480;40;;;;40;;0.0%;;;;;0;0;;;40;;1;;false;;;;;true;;;;;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;10230;Halle;EG;;1'350;;114.00007;Swissport Cargo Services Deutschland GmbH;12.05.2010;16.05.2027;;16.05.2027;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;1.07;;;;117'876;9'823;;;;8'099;;-17.6%;87.33;72.00;;;3'375;;30.00;;13'197;117.33;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;10240;Halle;EG;;200;;114.00007;Swissport Cargo Services Deutschland GmbH;01.04.2011;16.05.2027;;16.05.2027;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;1.07;;;;17'466;1'456;;;;1'200;;-17.6%;87.33;72.00;;;501;;30.04;;1'956;117.37;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;10250;Halle;EG;;200;;114.00007;Swissport Cargo Services Deutschland GmbH;01.04.2012;16.05.2027;;16.05.2027;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;1.07;;;;17'466;1'456;;;;1'200;;-17.6%;87.33;72.00;;;386;;23.14;;1'841;110.47;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;10260;Halle;EG;;112;;114.00007;Swissport Cargo Services Deutschland GmbH;12.05.2010;16.05.2027;;16.05.2027;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;1.07;;;;21'510;1'793;;;;674;;-62.4%;191.49;72.00;;;247;;26.37;;2'039;217.86;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50093;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50094;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50095;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50096;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50097;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
MATTERHORN;114;WCC Leipzig - Schkeuditz;Berlin;;50098;Stellplätze;EG;1;;;114.00007;Swissport Cargo Services Deutschland GmbH;01.03.2022;16.05.2023;;16.05.2023;;;;;12;16.05.2026;16.05.2028;0;16.05.2028;0.25;;;;1'051;88;;;;40;;-54.3%;;;;;0;;;;88;;1;;false;;;;;true;Datum;;01.01.2027;100%;0
114 - Schkeuditz, WCC Leipzig - Schkeuditz, Hans-Wittwer-Str 6;;;;;;;;168;24'346;;;;;;;;;;;;;;;;;6.46;;;;2'607'566;217'297;;;0;161'490;;-25.7%;107.10;79.60;;;57'762;953;28.47;0.47;276'012;136.04;95.83%;;;;;;;;;;;;
MATTERHORN;115;Mörfelden;Frankfurt;;10100;Halle;EG;;1'738;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;150'884;12'574;;;;;8'255;-100.0%;86.82;;57.00;;2'450;1'055;16.92;7.29;16'079;111.02;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;10110;Halle;EG;;18;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;1'573;131;;;;;86;-100.0%;86.83;;57.00;;26;;16.91;;157;103.74;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;10120;Halle;EG;;61;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;5'295;441;;;;;290;-100.0%;86.82;;57.00;;86;;16.92;;527;103.74;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;10130;Halle;1. OG;;94;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;8'173;681;;;;;447;-100.0%;86.82;;57.00;;133;;16.92;;814;103.74;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;10200;Halle;EG;;1'237;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;107'414;8'951;;;;;5'877;-100.0%;86.82;;57.00;;1'744;;16.92;;10'695;103.74;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20100;Büro;EG;;258;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;34'090;2'841;;;;;2'129;-100.0%;132.12;;99.00;;364;;16.92;;3'205;149.04;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20110;Büro;1. OG;;279;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;36'922;3'077;;;;;1'956;-100.0%;132.12;;84.00;;394;;16.92;;3'471;149.04;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20120;Büro;2. OG;;281;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;37'068;3'089;;;;;1'964;-100.0%;132.12;;84.00;;396;;16.92;;3'484;149.04;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20130;Büro;3. OG;;272;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;35'937;2'995;;;;;2'244;-100.0%;132.12;;99.00;;383;;16.92;;3'378;149.04;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;50001;Stellplätze;;5;0;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;1'573;131;;;;;0;-100.0%;NaN;;NaN;;;;;;131;NaN;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;50002;Stellplätze;;10;0;;115.00006;JB Logistics Airfreight GmbH;01.11.2023;31.10.2030;;31.10.2030;;;;;60;31.10.2029;31.10.2035;2;31.10.2036;4.53;;;;3'145;262;;;;;0;-100.0%;NaN;;NaN;;;;;;262;NaN;1;;false;;;;;true;Datum;;01.10.2026;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20240;Büro;4. OG;;706;;115.00007;KMS Bauüberwachung GmbH;01.07.2025;31.07.2030;;31.07.2030;;;;;60;31.05.2029;31.07.2035;1;31.07.2035;4.28;;;;84'720;7'060;;;;;5'824;-100.0%;120.00;;99.00;;1'412;430;24.00;7.31;8'902;151.31;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;50004;Stellplätze;EG;22;;;115.00007;KMS Bauüberwachung GmbH;01.07.2025;31.07.2030;;31.07.2030;;;;;60;31.05.2029;31.07.2035;1;31.07.2035;4.28;;;;2'640;220;;;;;;-100.0%;;;;;0;;;;220;;1;;false;;;;;true;;;;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20230;Büro;3. OG;;707;;115.L0001;LEERSTAND;01.06.2022;;;;;;;;;;;0;;;;;;0;0;;;;;5'833;-100.0%;0.00;;99.00;;0;;0.00;;0;0.00;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;50003;Stellplätze;EG;84;;;115.L0001;LEERSTAND;01.06.2022;;;;;;;;;;;0;;;;;;0;0;;;;;;-100.0%;;;;;;;;;0;;1;;false;;;;;true;;;;;0
MATTERHORN;115;Mörfelden;Frankfurt;;70000;Freifläche ;EG;;4'600;;115.L0001;LEERSTAND;01.06.2022;;;;;;;;;;;0;;;;;;;;;;;;0;-100.0%;;;0.00;;;;;;;;1;;false;;;;;true;;;;;0
MATTERHORN;115;Mörfelden;Frankfurt;;10400;Halle;EG;;2'735;;115.00005;Ohl Logistik GmbH & Co. KG;01.06.2022;31.05.2032;;31.05.2032;31.05.2028;31.05.2029;;;36;31.05.2031;31.05.2035;1;31.05.2036;6.11;;;;207'634;17'303;;;;;13'006;-100.0%;75.91;;57.06;;5'278;531;23.15;2.33;23'112;101.40;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20200;Büro;EG;;672;;115.00005;Ohl Logistik GmbH & Co. KG;01.06.2022;31.05.2032;;31.05.2032;31.05.2028;31.05.2029;;;36;31.05.2031;31.05.2035;1;31.05.2036;6.11;;;;82'293;6'858;;;;;5'815;-100.0%;122.52;;103.89;;1'296;220;23.15;3.93;8'374;149.61;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20210;Büro;1. OG;;769;;115.00005;Ohl Logistik GmbH & Co. KG;01.06.2022;31.05.2032;;31.05.2032;31.05.2028;31.05.2029;;;36;31.05.2031;31.05.2035;1;31.05.2036;6.11;;;;94'179;7'848;;;;;5'850;-100.0%;122.52;;91.32;;1'483;222;23.15;3.46;9'553;149.14;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;20220;Büro;2. OG;;769;;115.00005;Ohl Logistik GmbH & Co. KG;01.06.2022;31.05.2032;;31.05.2032;31.05.2028;31.05.2029;;;36;31.05.2031;31.05.2035;1;31.05.2036;6.11;;;;94'171;7'848;;;;;5'822;-100.0%;122.52;;90.89;;1'483;222;23.15;3.46;9'552;149.14;1;;false;;;;;true;Datum;;01.01.2022;100%;0
MATTERHORN;115;Mörfelden;Frankfurt;;50000;Stellplätze;;40;0;;115.00005;Ohl Logistik GmbH & Co. KG;01.06.2022;31.05.2032;;31.05.2032;31.05.2028;31.05.2029;;;36;31.05.2031;31.05.2035;1;31.05.2036;6.11;;;;13'320;1'110;;;;;0;-100.0%;NaN;;NaN;;;34;;NaN;1'144;NaN;1;;false;;;;;true;Datum;;01.05.2026;100%;0
115 - Mörfelden, Hessenring 25;;;;;;;;161;15'195;;;;;;;;;;;;;;;;;5.28;;;;1'001'030;83'419;;;;;65'396;-100.0%;65.88;;51.64;;16'926;2'714;13.37;2.14;103'060;81.39;100.00%;;;;;;;;;;;;
MATTERHORN;120;Kiel;Hamburg;;20160;Büro;EG;;158;;120.00006;Actemium SAM Electronics GmbH;01.04.2005;;;;;;;;;;;0;;0.25;;;;19'047;1'587;;;;;1'349;-100.0%;120.55;;102.49;;;0;;0.00;1'587;120.55;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;50110;Stellplätze;EG;2;;;120.00006;Actemium SAM Electronics GmbH;01.04.2005;;;;;;;;;;;0;;0.25;;;;837;70;;;;;59;-100.0%;;;;;;0;;;70;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10040;Halle;EG;;3'054;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;164'337;13'695;;;;;11'643;-100.0%;53.81;;45.75;;;;;;13'695;53.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10045;Halle;EG;;767;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;41'337;3'445;;;;;2'323;-100.0%;53.89;;36.34;;;207;;3.23;3'651;57.13;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10053;Halle;EG;;220;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;11'857;988;;;;;;-100.0%;53.89;;;;;59;;3.23;1'047;57.13;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10054;Halle;EG;;21;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;1'134;94;;;;;;-100.0%;53.89;;;;;6;;3.23;100;57.13;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10055;Halle;1. OG;;22;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;6'063;505;;;;;;-100.0%;275.60;;;;;30;;16.53;536;292.13;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10060;Halle;1. OG;;72;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;1'186;99;;;;;0;-100.0%;16.58;;0.00;;;6;;1.00;105;17.58;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10085;Halle;1. OG;;113;;120.00023;AGROLAB LUFA GmbH;01.01.2024;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;3'853;321;;;;;;-100.0%;34.25;;;;;19;;2.06;340;36.31;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20010;Büro;EG;;68;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;3'659;305;;;;;259;-100.0%;53.81;;45.75;;;;;;305;53.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20060;Büro;EG;;95;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;5'112;426;;;;;362;-100.0%;53.81;;45.75;;;;;;426;53.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20080;Büro;;;941;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;63'555;5'296;;;;;4'503;-100.0%;67.54;;57.42;;;;;;5'296;67.54;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20085;Büro;1. OG;;410;;120.00003;AGROLAB LUFA GmbH;01.06.2019;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;40'445;3'370;;;;;2'865;-100.0%;98.65;;83.86;;;;;;3'370;98.65;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20100;Büro;EG;;2'120;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;114'078;9'507;;;;;8'082;-100.0%;53.81;;45.75;;;;;;9'507;53.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20120;Büro;;;71;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;3'821;318;;;;;271;-100.0%;53.81;;45.75;;;;;;318;53.81;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;50020;Stellplätze;EG;85;;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;14'351;1'196;;;;;1'017;-100.0%;;;;;;;;;1'196;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;50080;Stellplätze;EG;5;;;120.00003;AGROLAB LUFA GmbH;07.11.2005;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;2'131;178;;;;;151;-100.0%;;;;;;;;;178;;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10030;Halle;EG;;858;;120.00010;AGROLAB Umwelt GmbH;01.06.2019;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;47'679;3'973;;;;;3'378;-100.0%;55.57;;47.24;;;;;;3'973;55.57;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10035;Halle;EG;;217;;120.00010;AGROLAB Umwelt GmbH;01.04.2015;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;13'179;1'098;;;;;934;-100.0%;60.73;;51.63;;;;;;1'098;60.73;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;10100;Halle;;;2'110;;120.00010;AGROLAB Umwelt GmbH;01.04.2015;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;132'769;11'064;;;;;9'406;-100.0%;62.92;;53.49;;;;;;11'064;62.92;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20125;Büro;;;1'989;;120.00010;AGROLAB Umwelt GmbH;01.06.2019;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;148'751;12'396;;;;;10'538;-100.0%;74.79;;63.58;;;;;;12'396;74.79;1;;false;;;;;true;Datum;;01.12.2026;100%;0
MATTERHORN;120;Kiel;Hamburg;;20130;Büro;;;2'106;;120.00010;AGROLAB Umwelt GmbH;01.03.2019;31.12.2035;;31.12.2035;;;;;60;30.06.2034;31.12.2040;2;31.12.2045;9.69;;;;131'856;10'988;;;;;9'341;-100.0%;62.61;;53.23;;;;;;10'988;62.61;1;;false;;;;;true;Datum;;01.12.2026;100%;0
